2001	8003006	12	8	647	134	512.26	2
2000	8013008	13	8	881	37	926.85	1
1999	8012003	12	8	641	11	7.92	1
1999	8016005	16	8	7	129	6986.31	2
1999	8013009	13	8	25	81	231.66	1
2003	8010006	10	8	119	80	1562.92	2
1999	8005001	5	8	997	65	255.45	1
1999	8003003	3	8	282	68	2928.76	2
1999	8006008	6	8	219	86	6801.74	1
1998	8011009	11	8	60	31	3029.63	1
2003	8010004	10	8	499	73	0.00	1
2001	8015010	15	8	803	74	1169.20	1
2001	8015008	15	8	110	44	2998.86	3
2001	8002008	2	8	587	109	4797.93	2
2003	8009002	9	8	505	1	15.95	1
2000	8005006	5	8	226	82	4524.76	1
2002	5003001	1	8	96	61	2479.65	1
1998	8002005	2	8	209	135	6652.61	3
2003	8003003	3	8	817	9	52.92	1
2000	8013002	13	8	77	134	5826.89	2
1998	8013006	13	8	195	112	929.80	2
2001	8007004	7	8	469	100	5640.00	1
1998	8007009	7	8	34	22	2787.18	1
2003	8015004	15	8	139	12	462.84	1
1998	8007006	7	8	39	39	804.76	2
1999	8006007	6	8	758	73	816.06	2
2001	4003001	12	8	462	32	359.68	1
1999	8015009	15	8	365	76	4740.12	1
2000	8012008	12	8	82	66	9591.78	1
1999	8009007	9	8	441	57	NULL	1
2002	8010009	10	8	494	28	618.80	1
1999	8005003	5	8	838	36	133.56	1
1999	8016002	16	8	873	11	1045.44	1
2001	8010006	10	8	948	93	1315.50	2
1998	8004009	4	8	242	149	9323.30	2
1998	8010008	10	8	466	43	4777.30	1
2000	8009006	9	8	168	186	2209.62	2
2002	8011002	11	8	293	64	1351.68	2
1998	8010001	10	8	258	52	468.52	1
2001	4003001	12	8	276	51	3065.10	1
1998	8003009	3	8	53	89	3933.80	1
1998	8001009	1	8	689	103	1703.90	2
2001	4004001	6	8	35	40	1446.40	1
2001	8003010	3	8	33	51	12.24	1
2001	8013008	13	8	64	69	3133.38	2
1999	8013003	13	8	398	108	3813.24	2
2000	8015005	15	8	239	12	18.60	1
1998	8008008	8	8	99	202	3010.09	3
2002	1004001	4	8	53	16	693.76	1
2001	4003001	5	8	252	52	611.00	1
2001	8016010	16	8	91	71	2165.79	2
2003	8014003	14	8	684	62	1261.08	1
2000	8012002	12	8	440	89	4717.00	1
2002	8001005	1	8	142	99	9377.28	1
1999	8014005	14	8	566	64	874.24	1
1999	8012007	12	8	114	195	7786.94	4
1998	8016004	16	8	576	60	904.20	1
2000	8002004	2	8	50	72	214.56	1
2000	8005002	3	8	493	66	89.10	1
2001	8009004	9	8	637	73	6249.53	1
1998	8014010	14	8	560	59	1846.11	1
2003	8016002	7	8	662	96	5568.00	1
1999	8014005	14	8	976	55	865.15	1
2002	8012008	12	8	781	49	928.06	1
1998	8012009	12	8	495	26	2216.76	1
1998	8004003	4	8	578	18	28.44	1
2002	8014002	14	8	186	77	3987.06	1
2000	8015005	15	8	398	47	840.47	3
1998	8010002	10	8	874	58	44.08	1
1999	8014007	14	8	118	15	1320.60	1
1998	8010002	10	8	234	6	669.60	1
1999	8010003	10	8	595	79	9773.09	1
2000	8008002	8	8	899	58	310.88	1
2000	8011006	11	8	357	79	2457.69	1
1998	8001001	1	8	311	35	51.45	1
2003	8009008	9	8	250	65	2879.50	1
1998	8009001	9	8	737	55	1050.98	2
1998	8016005	16	8	57	26	494.25	2
2001	8002010	2	8	60	88	1181.84	2
2002	9005009	5	8	987	96	2829.12	1
1999	8012007	12	8	142	38	2286.84	1
2001	9013011	13	8	177	7	17.85	1
2000	8016010	16	8	598	7	15.12	1
2001	8014006	4	8	16	73	492.02	1
2000	8012010	12	8	217	150	1967.04	2
2003	6007001	7	8	582	19	82.65	1
1998	8002005	2	8	268	51	591.60	1
2001	1004001	4	8	267	74	2841.60	1
2000	6016005	16	8	259	78	8323.38	1
2001	9003009	3	8	111	104	5735.32	2
2001	5004001	8	8	895	47	5031.35	1
2003	8013001	7	8	528	92	7184.28	1
1999	8014009	14	8	141	63	3192.84	1
2002	8016007	4	8	401	80	1603.20	1
2002	8009004	9	8	582	108	5464.84	2
2001	8014009	14	8	263	44	325.16	1
2000	8007004	7	8	170	123	4892.93	2
2001	8014004	14	8	496	83	12266.57	1
2001	8016004	16	8	168	NULL	NULL	1
1999	8006010	6	8	228	34	869.72	1
2000	8009002	9	8	871	37	2703.96	1
2003	8001002	1	8	638	46	1262.24	1
2000	8016006	16	8	186	NULL	NULL	1
2000	8012006	4	8	326	43	266.60	1
1998	8012001	12	8	24	17	919.53	1
1999	8010002	10	8	531	151	12876.51	3
1998	8011005	11	8	584	5	97.70	1
2003	6005001	15	8	118	58	1791.04	1
2003	8008009	12	8	62	51	2319.99	1
1999	8006008	6	8	307	35	1693.65	1
2003	8002005	2	8	22	96	8662.08	1
2000	8012007	12	8	23	20	1774.80	1
1999	8009001	9	8	41	43	1223.35	1
1999	8015006	15	8	294	57	2962.98	2
1999	8005008	5	8	48	214	4776.42	3
1998	8008001	8	8	577	92	7224.76	1
1998	8009008	9	8	578	69	6443.91	1
2000	8014008	14	8	362	84	2563.33	3
2002	8007002	3	8	39	11	130.90	1
2000	8015006	15	8	303	28	1004.92	1
2002	4001001	1	8	2	92	1990.88	1
2002	8012007	9	8	586	90	2325.33	3
2002	8012006	3	8	295	47	117.35	2
2002	3004001	3	8	231	91	4175.94	2
2000	8008004	8	8	72	63	9050.58	1
1998	8003009	3	8	407	56	1607.20	1
2003	8012010	12	8	122	133	4036.15	2
2003	8004006	4	8	189	63	6174.63	1
2002	8005007	5	8	280	19	770.96	2
2001	3003001	3	8	290	24	7.92	1
2002	8009010	9	8	155	75	1250.25	1
1999	8009007	9	8	141	24	789.12	1
2001	8009002	9	8	379	6	192.90	1
1998	8003003	3	8	478	13	701.09	1
2002	8009001	9	8	181	73	70.08	1
1999	8006002	6	8	669	71	639.71	1
1998	8009003	9	8	34	51	2790.21	1
1999	8005009	5	8	15	61	2554.68	1
1998	8005003	5	8	280	58	448.34	1
2002	8008010	3	8	495	170	11055.19	2
2000	8011005	NULL	NULL	NULL	1377	49619.25	31
2000	8016005	16	8	325	NULL	NULL	1
2000	8005003	5	8	588	13	125.45	1
2003	6003003	3	8	61	23	141.45	1
1998	8009007	9	8	829	80	463.20	1
2001	8014004	14	8	481	99	861.65	2
2002	8007005	4	8	951	77	504.35	1
2002	8013006	13	8	92	40	6830.80	1
1998	8016009	16	8	30	16	119.41	2
2002	7006010	7	8	927	95	1147.60	1
2000	8004003	4	8	981	263	3841.79	5
2001	8005010	5	8	290	23	712.77	1
2003	6013001	13	8	469	115	5132.49	3
2002	3003001	5	8	511	93	286.55	2
2002	8006006	6	8	655	89	6860.12	1
1999	8008001	8	8	477	77	1823.04	3
2001	8015006	15	8	294	51	2860.46	3
2000	8001008	1	8	67	71	6466.68	1
2001	9011011	11	8	296	62	420.98	1
2002	8013010	4	8	473	130	8287.37	2
1998	8011003	11	8	455	9	257.04	1
1998	8003002	3	8	60	55	1617.05	2
2001	8008006	8	8	362	13	13.78	1
2000	8008009	8	8	330	26	1197.30	1
1998	8002001	2	8	6	4	51.72	1
2003	2003002	14	8	884	31	432.14	1
1999	8001002	1	8	338	2	72.08	1
2001	8006004	1	8	631	144	13031.60	2
2000	8002008	2	8	263	10	201.40	1
1999	8005004	5	8	608	131	4429.26	2
1998	8014010	14	8	510	5	59.65	1
1999	8011005	11	8	574	27	2939.13	2
1999	8003008	3	8	381	97	4642.18	2
2000	4003001	3	8	605	49	6915.86	1
1998	8007002	7	8	195	0	0.00	1
2002	8002010	2	8	262	NULL	593.34	1
1999	8004003	4	8	62	14	558.32	1
2001	8001006	1	8	389	124	2127.38	3
2003	8002004	2	8	347	63	1154.16	1
1998	8002005	2	8	305	154	3711.63	3
1998	8008001	8	8	362	5	11.90	1
2002	8002001	1	8	661	96	364.80	1
2000	8002002	2	8	771	22	1078.94	2
2002	6004003	4	8	458	1	23.58	1
2002	8001001	11	8	191	72	4124.88	1
1998	8003007	3	8	196	75	233.25	1
2001	8003008	3	8	962	156	4646.44	3
2001	8001008	1	8	67	24	484.56	1
2001	8002004	2	8	309	5	292.15	1
1998	8005006	5	8	182	6	28.80	1
1999	8008001	8	8	33	96	2642.88	1
2000	8002003	2	8	453	72	156.24	1
1999	8007007	7	8	111	105	6033.44	2
2002	8016007	16	8	318	146	2432.65	3
2003	8008006	8	8	199	59	2890.41	1
1998	8006007	6	8	319	4	504.84	1
2000	8013007	13	8	269	61	134.81	1
1999	8008010	8	8	509	102	10887.06	2
1998	8003003	3	8	866	8	636.80	1
2001	8008006	8	8	30	97	2727.47	2
1999	8014009	14	8	522	54	448.20	1
2003	8011009	11	8	151	33	1910.37	1
2000	8007009	7	8	148	91	3559.50	2
2000	8016003	16	8	555	19	386.27	1
1998	8011002	11	8	587	14	260.82	1
2001	3002001	2	8	663	43	367.22	1
1998	8012007	12	8	64	52	549.64	1
2003	6009007	8	8	119	38	1328.48	1
2003	8016008	16	8	86	49	2263.91	2
2000	8007006	2	8	722	32	165.44	1
2001	8001002	1	8	588	78	7672.08	1
2003	9011011	11	8	503	30	185.40	1
2002	8016002	1	8	760	112	4422.74	2
1999	8005009	5	8	260	84	1756.44	1
2000	8012010	12	8	3	14	798.56	1
1999	8012004	12	8	498	45	2712.60	1
1998	8008002	8	8	859	21	427.35	1
1998	8005001	5	8	222	63	8482.32	1
2000	8001007	1	8	274	81	1651.65	2
2001	7005007	5	8	265	51	139.23	1
2000	8008009	8	8	155	185	3896.25	3
2003	8015005	15	8	329	83	349.43	1
2003	3004001	5	8	6	49	2645.02	1
2002	5003001	3	8	166	34	995.52	1
2001	8003007	4	8	553	71	1965.82	2
1999	8012009	12	8	49	51	4185.92	2
2002	8001003	1	8	29	15	791.82	2
2003	8016009	2	8	30	NULL	NULL	1
2000	8003002	3	8	60	154	9885.64	2
1999	8016001	16	8	205	69	128.34	1
2003	8012002	12	8	122	29	908.37	2
2002	7012002	12	8	810	15	1009.95	1
2003	8010002	10	8	531	76	5863.22	3
2003	8016001	10	8	585	12	183.12	1
2000	8007003	7	8	317	161	669.76	2
2003	8001003	1	8	29	86	5416.06	2
1998	8014001	14	8	220	89	4111.80	1
1998	8001005	1	8	262	22	1144.00	1
1999	8010005	10	8	603	83	2509.09	1
2000	8011004	2	8	50	100	8051.00	1
2000	8004005	4	8	72	38	688.56	1
2002	8012008	3	8	329	35	852.95	1
2001	8004010	4	8	575	39	2065.27	2
2001	2004001	4	8	18	138	5896.55	3
2002	8004010	4	8	53	96	1926.72	1
2000	5001001	1	8	251	81	4430.70	1
1998	8009003	9	8	54	89	906.02	1
1998	8011005	11	8	640	25	467.75	1
2003	8012008	12	8	158	88	317.68	1
2002	2004002	7	8	52	70	2351.30	1
2002	9008011	8	8	248	11	353.87	1
1998	8005005	5	8	184	95	4078.35	1
2003	8016010	16	8	597	92	1079.16	1
2001	8009002	9	8	325	233	4709.84	3
2000	8009009	9	8	531	76	401.28	1
2003	8015002	15	8	18	8	1132.16	1
1999	8013006	13	8	466	51	2775.93	1
2001	9003003	3	8	444	125	243.81	2
2003	9004003	4	8	191	87	6754.26	2
1998	8005002	5	8	83	11	303.93	1
1998	8011001	11	8	829	65	2963.35	1
1998	8012009	12	8	538	78	1113.06	1
2002	8001006	1	8	75	122	5529.88	2
1998	8006001	6	8	72	44	1988.80	1
2003	8001006	1	8	805	107	4058.49	2
2003	10004005	4	8	675	123	8843.62	2
2001	8014008	5	8	142	36	1280.16	1
2002	8016007	2	8	288	116	836.09	2
1998	8004003	4	8	216	11	313.72	1
2001	4001001	7	8	75	58	1069.74	2
2000	2003001	3	8	269	NULL	NULL	1
2000	8008003	8	8	20	50	79.00	1
1999	8015005	15	8	281	97	3451.26	1
2002	8009009	9	8	419	6	125.70	1
2003	8006006	6	8	228	47	2665.04	2
2000	8012008	12	8	534	107	2346.78	2
2001	8013008	13	8	471	52	1710.94	2
2003	8002002	2	8	237	94	1758.74	1
1998	8013003	13	8	50	37	2689.53	1
1999	8013002	13	8	758	3	30.03	2
1998	8012004	12	8	117	48	1436.64	1
2000	8012003	12	8	570	25	109.50	1
2000	8011003	11	8	90	87	1889.00	2
2001	9002009	13	8	242	22	560.34	1
2003	8016006	16	8	44	43	1567.35	1
1998	8014007	14	8	739	93	922.46	2
1999	8005003	5	8	251	40	426.00	1
2001	8004004	4	8	673	74	1354.94	1
1998	8016007	16	8	458	59	NULL	1
2001	1002001	2	8	238	93	1739.75	2
1999	8012005	12	8	663	37	3110.22	1
2001	8012004	1	8	300	63	1926.25	2
2001	5003001	3	8	166	81	3539.70	1
2000	8010009	10	8	62	27	2962.17	1
2001	8004002	4	8	97	149	3243.02	2
1999	8004010	4	8	137	146	1097.60	3
2000	8013006	1	8	752	38	194.41	2
1999	8005009	5	8	98	128	9354.57	3
2003	2002001	13	8	376	79	4203.48	2
2003	8001005	8	8	464	3	34.65	1
2003	8012008	12	8	781	3	22.20	1
2003	8015004	15	8	283	21	205.80	1
1998	8006008	6	8	646	35	154.70	1
1999	8009005	9	8	292	157	10507.91	3
2000	8003009	3	8	496	124	8564.99	2
2002	8014007	3	8	156	54	3225.00	2
1998	8011003	11	8	683	44	4428.16	1
1999	8012008	12	8	82	24	24.00	1
2001	8009002	9	8	505	44	606.76	1
2001	8012006	2	8	108	NULL	23.20	1
1999	8010001	10	8	283	48	674.88	1
2003	8009003	3	8	13	132	7338.12	3
2000	8015003	15	8	74	68	1471.52	1
1998	8015007	15	8	158	125	5898.65	4
2000	8004002	4	8	46	95	3853.20	1
2001	7003003	3	8	529	94	1332.27	2
2002	6003004	12	8	198	66	990.80	2
2002	8001002	1	8	612	76	8189.01	2
2003	10014012	15	8	606	69	4263.51	1
1998	8008009	8	8	356	67	691.44	1
1999	8015001	15	8	193	43	3994.70	1
1999	8009005	9	8	152	94	806.52	1
2003	9010006	7	8	313	NULL	2567.50	1
2000	8003002	3	8	256	120	2123.44	2
2000	8010004	12	8	315	46	1504.66	1
2000	8009003	9	8	214	68	148.24	1
2002	9013009	8	8	599	96	2077.44	1
2001	8012008	4	8	577	59	7.67	1
2000	8010004	10	8	499	45	590.85	1
2001	8009008	9	8	77	28	978.04	1
2002	9013009	13	8	79	100	1540.32	2
2002	9003005	3	8	254	94	3639.68	1
2001	2002001	2	8	75	65	167.70	1
2002	8003005	3	8	153	91	1737.19	1
2000	8009008	9	8	239	23	963.24	1
1998	8002001	2	8	494	2	26.14	1
1999	8003009	3	8	400	38	159.60	1
2001	8016006	16	8	475	37	2858.25	1
1998	8011005	11	8	574	92	783.84	1
2003	8013002	13	8	758	74	NULL	1
2002	3001001	2	8	373	7	39.06	1
2000	8010001	10	8	91	67	1039.17	1
2003	8005006	5	8	182	43	3833.02	1
1998	8005003	5	8	463	42	1150.38	1
2001	8010008	16	8	473	85	772.65	1
2001	3004001	15	8	622	76	2242.00	1
1999	8015003	15	8	337	91	175.63	1
2003	8005001	3	8	233	106	9692.01	2
2003	8007006	11	8	634	93	315.27	1
1999	8003002	3	8	60	76	673.36	1
2003	8005003	5	8	145	52	2219.64	2
1999	8014009	14	8	429	50	1205.20	2
2000	8005002	4	8	17	57	1577.86	2
2002	8006008	6	8	407	48	2315.04	1
2000	8015010	15	8	98	139	5166.57	3
1999	8012004	12	8	117	15	0.00	1
1998	8009001	9	8	106	44	3189.96	2
1999	8003001	3	8	42	75	471.75	1
1999	8001001	1	8	244	6	337.80	1
2001	8002002	2	8	328	115	877.40	3
2001	5001001	1	8	181	65	1147.25	1
2001	8005008	5	8	140	69	4311.81	1
2001	5003001	11	8	813	76	117.04	1
1999	8016008	16	8	531	14	975.38	1
1998	8013009	13	8	101	149	4594.23	2
1999	8005001	5	8	209	9	410.76	1
1999	8001001	1	8	329	82	1370.22	1
1999	8016004	16	8	206	21	119.49	1
2000	8010001	10	8	283	118	6170.00	3
2003	8006005	6	8	11	119	5739.94	2
1999	8014010	14	8	74	23	0.00	1
2003	8014003	3	8	795	55	454.85	1
2003	8011005	11	8	44	37	1858.88	1
2003	2002001	14	8	5	84	5711.16	1
2001	8012008	12	8	781	188	5315.38	3
2000	8001009	1	8	394	61	2257.61	1
2002	6003005	3	8	9	18	90.90	1
1999	8014005	14	8	244	42	594.72	1
2000	8001008	1	8	293	70	6134.63	3
2003	8014002	14	8	171	96	7860.02	3
2000	8012008	12	8	781	161	5286.91	3
2000	8013003	13	8	637	119	1853.03	2
2003	4003001	3	8	294	81	3974.67	1
2002	8011005	11	8	44	29	1795.68	1
1999	8004002	4	8	72	177	3774.34	3
1998	8014005	14	8	373	79	1442.54	1
2001	7016005	16	8	10	106	3199.00	2
1998	8016003	16	8	552	86	3190.32	2
2000	8012005	12	8	292	239	1289.27	3
1998	8003001	3	8	42	120	3132.15	2
1998	8016007	16	8	657	38	2240.18	2
1998	8006005	6	8	809	33	753.06	1
2001	2003001	4	8	631	86	92.41	2
2003	2003002	3	8	142	4	12.88	1
2001	2004001	14	8	206	79	81.37	1
1998	8003002	3	8	361	90	520.86	2
2001	9008003	8	8	316	131	5026.15	2
1998	8001010	1	8	518	39	318.63	1
2003	10012017	12	8	25	79	1418.05	1
1998	8009005	9	8	115	109	1675.93	2
2002	4004002	4	8	636	92	5993.80	1
1998	8004005	4	8	578	30	1594.50	1
2000	8006004	6	8	647	81	8427.24	1
2001	8009006	6	8	576	24	173.04	1
2000	8013002	13	8	758	96	11215.68	1
2002	8012001	16	8	88	202	3523.59	4
2000	8003003	3	8	261	151	7403.41	2
1998	8014005	14	8	326	22	485.54	1
1999	8005003	5	8	304	51	9874.62	1
2002	8016007	16	NULL	277	1785	85095.03	32
2001	8004010	4	8	173	20	2111.60	1
1998	8009008	9	8	101	57	4495.91	2
2001	8006008	6	8	407	43	1766.34	2
2002	8015004	15	8	471	46	1537.78	1
2002	8010003	10	8	431	56	341.60	1
2003	8009006	9	8	571	35	927.50	1
2000	8006006	6	8	655	85	33.15	1
1998	8009001	9	8	315	178	13425.54	2
1999	8012001	12	8	300	221	14283.09	3
1999	8013008	13	8	103	41	104.55	1
2000	8015002	15	8	36	42	2113.02	1
2001	6006001	15	8	295	101	3030.76	4
1998	8016001	16	8	149	83	4138.38	1
1999	8010006	10	8	630	163	5478.84	2
2002	3001001	4	8	35	51	542.64	1
2002	8014010	14	8	370	98	1868.86	1
2000	8015010	4	8	12	9	903.15	1
2003	5001001	10	8	319	28	124.15	2
2003	8004002	4	8	46	72	3591.51	2
2003	7009009	9	8	273	43	542.66	1
1999	8009010	9	8	253	138	7027.65	2
2000	8002001	2	8	494	73	3329.53	1
2001	6013005	13	8	125	67	1048.55	1
1998	8013006	13	8	165	89	4029.92	1
1999	8012003	12	8	240	53	2710.42	1
2000	8010005	10	8	19	86	104.06	1
2002	10010004	15	8	62	26	127.40	1
1998	8014003	14	8	795	91	378.56	1
2002	8016010	16	8	433	28	1465.52	1
2002	8011002	3	8	208	122	2324.37	2
2003	7011003	11	8	68	107	2154.32	2
1999	8002001	2	8	603	130	4537.50	2
2002	8010009	10	8	946	46	4588.96	1
2003	7013001	13	8	320	31	855.60	1
2002	8010002	10	8	874	93	2785.35	1
2001	8011004	11	8	647	79	6094.85	1
1998	8012001	12	8	25	37	1745.66	1
1999	8014009	14	8	65	16	234.72	1
1999	8016003	16	8	659	55	5574.25	1
1998	8001010	1	8	93	4	29.56	1
2000	8007010	7	8	253	64	5411.20	1
2001	5001001	1	8	336	46	889.64	2
2002	8003005	4	8	180	117	4494.94	2
2002	8004008	4	8	158	193	3675.81	2
1998	8006004	6	8	57	50	273.00	1
1999	8001006	1	8	805	150	2077.89	2
2002	8008008	8	8	591	105	2786.71	4
2001	4001001	14	8	254	79	1896.01	2
2003	8010006	10	8	948	87	662.94	1
2002	3002001	15	8	351	9	225.00	1
1998	8012010	12	8	1	16	2421.92	1
2001	6007003	11	8	148	77	3110.80	1
2003	8014009	3	8	978	58	94.54	1
2001	8007002	7	8	200	49	NULL	1
2000	8007006	7	8	39	13	152.23	1
2002	9001012	15	8	823	37	2928.18	1
2001	8001002	1	8	752	49	2918.44	1
1999	8005005	5	8	19	68	5551.52	1
2001	8007010	7	8	776	89	3881.29	1
2000	8016008	10	8	501	89	3540.42	1
2003	9006011	15	8	866	96	6852.48	1
2003	7003001	3	8	18	23	531.99	1
2001	8001010	1	8	176	73	7248.90	1
2002	8005009	5	8	5	43	286.38	1
2000	8015004	15	8	139	87	1362.42	1
2003	8016004	16	8	576	45	1758.15	1
2000	8004010	4	8	631	90	815.84	2
2000	8001010	1	8	453	3	71.88	1
2000	8010005	10	8	548	29	670.77	1
2002	8008001	1	8	584	39	1412.58	1
2002	3003001	3	8	290	75	6213.75	1
2002	8014003	11	8	761	19	546.06	1
2003	8005006	5	8	248	78	6515.85	2
1999	8005009	5	8	321	37	3624.52	1
2000	8008002	8	8	212	99	288.09	1
2003	8014002	14	8	186	148	8144.91	4
2000	8010003	10	8	620	75	1170.00	1
1998	8015009	15	8	854	61	NULL	1
2001	8016010	16	8	636	135	2064.61	2
2003	8015002	15	8	945	54	5245.99	2
2003	8006006	6	8	743	154	7718.34	2
1999	8006005	6	8	602	22	57.64	1
1999	8010007	10	8	91	6	484.32	1
2001	2002001	2	8	74	75	573.00	1
1998	8014003	14	8	348	101	1418.87	3
1998	8006006	6	8	743	124	174.72	2
1999	8008007	8	8	433	95	8666.85	1
1999	8012001	12	8	206	140	4795.03	2
2001	8001004	1	8	603	69	1788.48	1
2001	8002010	2	8	479	91	12105.73	1
1998	8002007	2	8	470	76	1114.92	1
2000	7008003	8	8	96	98	450.68	2
2002	8008004	8	8	305	45	232.47	2
2003	8004004	4	8	360	23	1605.17	1
2003	8016002	16	8	35	74	946.62	3
2000	5004001	4	8	542	1	NULL	1
2002	8016002	16	8	129	38	1949.28	2
1998	8014003	14	8	262	156	6003.41	3
2003	8002008	10	8	256	50	827.50	1
2002	8010006	13	8	596	88	6033.28	1
2003	7001009	1	8	326	126	5513.90	3
2003	8005005	5	8	189	83	1626.28	2
1998	8009009	9	8	29	5	15.90	1
1998	8015007	15	8	987	59	180.54	1
2003	7007008	7	8	74	109	581.22	2
1998	8002007	2	8	209	6	119.28	1
1999	8001002	1	8	497	71	88.75	1
1999	8016004	16	8	451	81	2745.90	1
2003	8008008	8	8	99	8	20.56	1
2000	8009003	9	8	93	8	168.72	1
1998	8014002	14	8	487	83	515.43	1
2003	1001001	1	8	256	22	809.60	1
2002	1004001	4	8	29	9	34.74	1
2002	8001003	9	8	160	75	3772.83	2
2001	9001009	4	8	16	68	2495.55	2
2002	8003009	3	8	253	84	2387.28	1
1998	8007009	7	8	312	78	2450.76	1
1999	8010008	10	8	700	78	8675.16	1
2000	7009003	6	8	764	30	510.30	1
1999	8004007	4	8	76	23	157.84	2
2002	8008001	1	8	276	10	109.30	1
2000	7007009	7	8	263	93	1625.64	1
1999	8004005	4	8	683	20	575.00	1
2001	8015006	15	8	358	46	2042.40	1
2003	8014002	14	8	487	126	18689.14	3
2001	2001001	10	8	279	38	880.26	2
1999	8009009	9	8	218	63	11110.05	1
2000	8006004	6	8	57	97	1012.68	1
2000	8013010	13	8	467	2	42.26	1
1999	8010001	10	8	258	99	8142.75	1
2003	5004001	7	8	552	29	1027.76	1
2003	8006004	6	8	668	117	5447.80	2
2002	7005010	2	8	14	7	772.83	2
1998	8008010	8	8	509	28	259.84	2
2001	10011014	11	8	526	88	1383.36	1
2002	8011009	11	8	151	89	5814.51	3
2002	8005006	5	8	489	103	2633.74	3
2003	8003009	3	8	253	35	379.75	1
2002	8005005	4	8	892	75	75.26	2
1998	8014009	14	8	522	59	4541.82	1
1999	8007005	7	8	986	8	171.36	1
2003	8007005	4	8	36	156	3850.88	2
2002	2004002	9	8	423	45	526.95	1
2001	8010008	13	8	211	123	6887.52	2
2002	8008006	8	8	199	46	1934.30	1
2001	8010004	9	8	488	80	4837.60	1
1999	8007001	7	8	448	232	3154.71	4
